finding	platform	record_id	path	detail
unregistered-document	common	task_spawn_runtime_pool_spec_semantic_fail_2026-07-05	doc/08_tracking/bug/task_spawn_runtime_pool_spec_semantic_fail_2026-07-05.md	Status: OPEN; severity/priority: not explicit; matches:
exact-status-conflict	common	tauri_mdi_input_to_paint_validator_hang_2026-07-04	doc/08_tracking/bug/tauri_mdi_input_to_paint_validator_hang_2026-07-04.md	document=open; DB=closed; no status change authorized by this audit
unregistered-document	common	tcp_peer_probe_feature_missing_2026-09-16	doc/08_tracking/bug/tcp_peer_probe_feature_missing_2026-09-16.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	test_config_apply_value_missing_mut_param_2026-07-17	doc/08_tracking/bug/test_config_apply_value_missing_mut_param_2026-07-17.md	Status: open — language/runtime defect, not fixed here (found while writing; severity/priority: medium (the test: section of config/simple.test.sdn never actually; matches:
exact-status-conflict	common	test_daemon_freezes_env_binary_override_dead_2026-08-02	doc/08_tracking/bug/test_daemon_freezes_env_binary_override_dead_2026-08-02.md	document=fixed (client-side lane bypass); protocol-level fix still open; DB=open; no status change authorized by this audit
exact-status-conflict	common	test_helpers_namespace_unresolved_deep_paths_2026-07-06	doc/08_tracking/bug/test_helpers_namespace_unresolved_deep_paths_2026-07-06.md	document=OPEN; DB=closed; no status change authorized by this audit
exact-status-conflict	common	test_level_filters_never_match_numbered_trees_2026-07-27	doc/08_tracking/bug/test_level_filters_never_match_numbered_trees_2026-07-27.md	document=open; DB=closed; no status change authorized by this audit
exact-status-conflict	common	test_manifest_invalidation_is_size_only_mtime_never_read_2026-08-17	doc/08_tracking/bug/test_manifest_invalidation_is_size_only_mtime_never_read_2026-08-17.md	document=OPEN (P1); DB=fixed; no status change authorized by this audit
unregistered-document	common	test_mode_filter_specs_are_vacuous_self_tests_2026-08-21	doc/08_tracking/bug/test_mode_filter_specs_are_vacuous_self_tests_2026-08-21.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	test_runner_exits_zero_on_failed_spec_2026-08-21	doc/08_tracking/bug/test_runner_exits_zero_on_failed_spec_2026-08-21.md	Status: OPEN (observation only — not root-caused here); severity/priority: not explicit; matches:
exact-status-conflict	common	test_runner_expect_failure_swallowed_u8_bytes_2026-07-03	doc/08_tracking/bug/test_runner_expect_failure_swallowed_u8_bytes_2026-07-03.md	document=open, needs minimal repro; DB=closed; no status change authorized by this audit
unregistered-document	common	test_runner_fixed_session_cost_2026-08-21	doc/08_tracking/bug/test_runner_fixed_session_cost_2026-08-21.md	Status: PARTIALLY FIXED (root mechanism identified; first two collisions removed); severity/priority: not explicit; matches:
unregistered-document	common	test_runner_in_development_reporting_and_db_persist_2026-08-23	doc/08_tracking/bug/test_runner_in_development_reporting_and_db_persist_2026-08-23.md	Status: OPEN (filed, not fixed — reporting layer; see "Why not fixed here"); severity/priority: not explicit; matches:
unregistered-document	common	test_runner_never_exits_after_summary_post_run_db_report_2026-08-18	doc/08_tracking/bug/test_runner_never_exits_after_summary_post_run_db_report_2026-08-18.md	Status: OPEN — reproduced twice, localized to the post-summary phase by ablation. Not fixed; severity/priority: the run's EXIT CODE is unobservable, and a CI slot is burned forever.; matches:
unregistered-document	common	test_runner_peak_rss_needs_child_rusage_extern_2026-08-17	doc/08_tracking/bug/test_runner_peak_rss_needs_child_rusage_extern_2026-08-17.md	Status: OPEN — NOT implemented. Blocked on a new runtime extern + seed redeploy.; severity/priority: not explicit; matches:
unregistered-document	common	test_runner_spins_at_100pct_after_summary_2026-08-18	doc/08_tracking/bug/test_runner_spins_at_100pct_after_summary_2026-08-18.md	Status: OPEN — characterised, not fixed. Root cause of the spin NOT located.; severity/priority: high (host starvation; a spinner also holds a test-slot.shs slot); matches:
exact-status-conflict	common	test_runner_stray_full_repo_lint_scan_false_fail_2026-07-20	doc/08_tracking/bug/test_runner_stray_full_repo_lint_scan_false_fail_2026-07-20.md	document=Open; DB=closed; no status change authorized by this audit
unregistered-document	windows	test_runner_windows_child_binary_stale_fallback_2026-09-01	doc/08_tracking/bug/test_runner_windows_child_binary_stale_fallback_2026-09-01.md	Status: OPEN; severity/priority: High — verification lane integrity. Two sessions independently; matches:
unregistered-document	common	test_tree_divergence_preexisting_2026-08-17	doc/08_tracking/bug/test_tree_divergence_preexisting_2026-08-17.md	Status: OPEN (backlog pre-existing); the newly-introduced pair is FIXED here.; severity/priority: not explicit; matches:
unregistered-document	common	test_tree_divergence_preexisting_red_2026-08-16	doc/08_tracking/bug/test_tree_divergence_preexisting_red_2026-08-16.md	Status: OPEN (pre-existing; not introduced by this session); severity/priority: not explicit; matches:
unregistered-document	common	test_tree_divergence_preexisting_red_stepover_2026-08-17	doc/08_tracking/bug/test_tree_divergence_preexisting_red_stepover_2026-08-17.md	Status: OPEN; severity/priority: P2; matches:
unregistered-document	common	test_tree_divergence_preexisting_step_over_2026-08-16	doc/08_tracking/bug/test_tree_divergence_preexisting_step_over_2026-08-16.md	Status: open (pre-existing; NOT introduced by the landing that records it); severity/priority: not explicit; matches:
unregistered-document	common	text_advanced_case_conversions_broken_by_char_index_arithmetic_2026-08-11	doc/08_tracking/bug/text_advanced_case_conversions_broken_by_char_index_arithmetic_2026-08-11.md	Status: OPEN (RED on origin/main); severity/priority: HIGH — tosnakecase / totitlecase / tocamelcase in; matches:
exact-status-conflict	common	text_index_of_start_arg_dropped_and_error_sentinel_leak_2026-07-28	doc/08_tracking/bug/text_index_of_start_arg_dropped_and_error_sentinel_leak_2026-07-28.md	document=OPEN — root-caused, fix NOT contained (needs a new runtime symbol + a semantics decision); DB=closed; no status change authorized by this audit
unregistered-document	common	text_len_substring_bytes_but_index_chars_2026-08-30	doc/08_tracking/bug/text_len_substring_bytes_but_index_chars_2026-08-30.md	Status: OPEN — language/stdlib defect, wider than the caret lane that found it; severity/priority: not explicit; matches:
unregistered-document	common	text_literal_brace_run_swallows_following_concatenation_2026-09-05	doc/08_tracking/bug/text_literal_brace_run_swallows_following_concatenation_2026-09-05.md	Status: OPEN; severity/priority: HIGH (silent wrong value, no diagnostic); matches:
unregistered-document	common	text_literal_to_i64_returns_rodata_pointer_native_2026-09-07	doc/08_tracking/bug/text_literal_to_i64_returns_rodata_pointer_native_2026-09-07.md	Status: OPEN. Pre-existing; NOT introduced by, and NOT cured by, the; severity/priority: not explicit; matches:
exact-status-conflict	common	text_starts_with_miscompiled_to_bytespan_name_collision_2026-07-27	doc/08_tracking/bug/text_starts_with_miscompiled_to_bytespan_name_collision_2026-07-27.md	document=OPEN, fix IN FLIGHT. Root cause PROVEN (five independent; DB=closed; no status change authorized by this audit
exact-status-conflict	common	text_static_method_hir_lowering_2026-07-23	doc/08_tracking/bug/text_static_method_hir_lowering_2026-07-23.md	document=OPEN — call site worked around (std.stringcore.charfromcode).; DB=closed; no status change authorized by this audit
exact-status-conflict	common	text_substring_o_offset_parse_html_quadratic_2026-07-07	doc/08_tracking/bug/text_substring_o_offset_parse_html_quadratic_2026-07-07.md	document=partially fixed 2026-07-07 — parsehtml leg FIXED (native-split event; DB=fixed; no status change authorized by this audit
unregistered-document	common	text_to_bytes_method_missing_on_text_receiver_2026-09-06	doc/08_tracking/bug/text_to_bytes_method_missing_on_text_receiver_2026-09-06.md	Status: OPEN; severity/priority: low (a compact, obvious form fails; a free function exists); matches:
exact-status-conflict	common	theme_package_transaction_sync_owner_blocker_2026-07-27	doc/08_tracking/bug/theme_package_transaction_sync_owner_blocker_2026-07-27.md	document=open prerequisite — re-verified against origin/main 2026-07-27,; DB=closed; no status change authorized by this audit
exact-status-conflict	common	theme_service_notification_transport_contract_2026-07-24	doc/08_tracking/bug/theme_service_notification_transport_contract_2026-07-24.md	document=open, implementation blocked; DB=closed; no status change authorized by this audit
unregistered-document	common	theme_snapshot_catalog_review_hard_stop_2026-07-27_tldr	doc/08_tracking/bug/theme_snapshot_catalog_review_hard_stop_2026-07-27_tldr.md	Status: open and fail-closed; three review cycles are exhausted.; severity/priority: not explicit; matches:
exact-status-conflict	common	theme_web_frame_acceptance_unguarded_2026-07-27	doc/08_tracking/bug/theme_web_frame_acceptance_unguarded_2026-07-27.md	document=open; DB=closed; no status change authorized by this audit
unregistered-document	common	three_layoutbox_variants_2026-08-10	doc/08_tracking/bug/three_layoutbox_variants_2026-08-10.md	Status: PARTIALLY RESOLVED — name collision removed, spacing record still duplicated; severity/priority: low (no live defect), medium as a defect-hiding surface; matches:
unregistered-document	common	tierless_std_js_imports_resolve_to_root_lib_js_not_common_2026-08-01	doc/08_tracking/bug/tierless_std_js_imports_resolve_to_root_lib_js_not_common_2026-08-01.md	Status: PARTIALLY FIXED (common/js/ made tier-explicit; other trees still exposed); severity/priority: not explicit; matches:
unregistered-document	common	tiny_ui_web_wm_integration_blockers_2026-08-14	doc/08_tracking/bug/tiny_ui_web_wm_integration_blockers_2026-08-14.md	Status: open; severity/priority: not explicit; matches:
unregistered-document	common	tls_no_fd_upgrade_blocks_starttls_2026-08-25	doc/08_tracking/bug/tls_no_fd_upgrade_blocks_starttls_2026-08-25.md	Status: OPEN (runtime lane); severity/priority: not explicit; matches:
unregistered-document	common	to_equal_treats_nil_as_false_green_2026-09-01	doc/08_tracking/bug/to_equal_treats_nil_as_false_green_2026-09-01.md	Status: OPEN. Found while re-baselining test/03system/ genuine failures.; severity/priority: not explicit; matches:
exact-status-conflict	common	to_int_optional_lies_and_some_i64_payload_shift_2026-07-27	doc/08_tracking/bug/to_int_optional_lies_and_some_i64_payload_shift_2026-07-27.md	document=OPEN — compiler/runtime defects, NOT patched here (parallel lanes; DB=closed; no status change authorized by this audit
unregistered-document	common	todo_db_description_drift_false_positive_2026-09-12	doc/08_tracking/bug/todo_db_description_drift_false_positive_2026-09-12.md	Status: OPEN (2026-09-12) — found while building scripts/check/sync-tracking-db-status.shs; not fixed here (out of scope for that tool). Update 2026-09-17: the stable-key merge it calls for now exists in src/app/todoscan/main.spl (see todoscansegfaultsafterdbwriteandrenumbersids2026-09-12.md § Fix 2026-09-17), so rows of this class can be re-verified mechanically by a rescan instead of only by hand.; severity/priority: not explicit; matches:
unregistered-document	common	todo_scan_segfaults_after_db_write_and_renumbers_ids_2026-09-12	doc/08_tracking/bug/todo_scan_segfaults_after_db_write_and_renumbers_ids_2026-09-12.md	Status: PARTIALLY FIXED (2026-09-17) — destructive renumber fixed and pinned; severity/priority: not explicit; matches:
unregistered-document	common	top_level_array_index_assign_in_loop_silently_dropped_2026-08-25	doc/08_tracking/bug/top_level_array_index_assign_in_loop_silently_dropped_2026-08-25.md	Status: OPEN. Binary: Rust seed, bin/simple run (JIT and interpreter fallback both).; severity/priority: not explicit; matches:
unregistered-document	common	transport_profile_sdn_path_cwd_dependent_2026-09-01	doc/08_tracking/bug/transport_profile_sdn_path_cwd_dependent_2026-09-01.md	Status: OPEN — latent, and it already produced one false regression report.; severity/priority: not explicit; matches:
unregistered-document	common	tree_size_guard_bands_every_commit_against_one_base_2026-08-17	doc/08_tracking/bug/tree_size_guard_bands_every_commit_against_one_base_2026-08-17.md	Status: OPEN (fix in progress); severity/priority: P2 — fail-CLOSED, so it never let a wipe through; it blocks; matches:
unregistered-document	common	tree_size_guard_hangs_on_btrfs_metadata_exhaustion_2026-08-11	doc/08_tracking/bug/tree_size_guard_hangs_on_btrfs_metadata_exhaustion_2026-08-11.md	Status: OPEN (diagnosis only — script NOT modified per instruction); severity/priority: not explicit; matches:
exact-status-conflict	common	treesitter_real_specs_150_of_151_tautologies_pythontrue_lint_2026-08-06	doc/08_tracking/bug/treesitter_real_specs_150_of_151_tautologies_pythontrue_lint_2026-08-06.md	document=OPEN; DB=fixed; no status change authorized by this audit
exact-status-conflict	common	try_operator_bare_nil_option_none_mismatch_2026-07-20	doc/08_tracking/bug/try_operator_bare_nil_option_none_mismatch_2026-07-20.md	document=open (found triaging test/shared/types/tryoperatorspec.spl); DB=closed; no status change authorized by this audit
exact-status-conflict	common	try_operator_on_option_no_early_return_2026-08-08	doc/08_tracking/bug/try_operator_on_option_no_early_return_2026-08-08.md	document=OPEN; DB=fixed; no status change authorized by this audit
exact-status-conflict	common	tuple_destructuring_does_not_bind_2026-07-27	doc/08_tracking/bug/tuple_destructuring_does_not_bind_2026-07-27.md	document=OPEN — diagnosis complete, fix NOT applied (live lane GFIX owns src/compilerrust/); DB=closed; no status change authorized by this audit
unregistered-document	common	twelve_verification_assurance_specs_broken_not_flaky_2026-08-21	doc/08_tracking/bug/twelve_verification_assurance_specs_broken_not_flaky_2026-08-21.md	Status: OPEN; severity/priority: not explicit; matches:
exact-status-conflict	common	two_std_specs_reference_nonexistent_api_and_assert_nothing_2026-08-04	doc/08_tracking/bug/two_std_specs_reference_nonexistent_api_and_assert_nothing_2026-08-04.md	document=OPEN (architectural — blocked on owner decision, not a lane-fixable defect); DB=fixed; no status change authorized by this audit
unregistered-document	common	typed_array_variable_binding_zeroes_elements_2026-08-17	doc/08_tracking/bug/typed_array_variable_binding_zeroes_elements_2026-08-17.md	Status: OPEN; severity/priority: P1 — silent wrong-answer bug. No diagnostic, correct length, wrong; matches:
unregistered-document	common	u64_shift_signed_outside_typed_fn_2026-09-03	doc/08_tracking/bug/u64_shift_signed_outside_typed_fn_2026-09-03.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	u8_cast_push_yields_unpacked_byte_array_2026-09-06	doc/08_tracking/bug/u8_cast_push_yields_unpacked_byte_array_2026-09-06.md	Status: OPEN; severity/priority: high — silently corrupts every binary decode built by hex/byte; matches:
unregistered-document	common	udp_send_to_rejects_typed_u8_array_2026-07-04	doc/08_tracking/bug/udp_send_to_rejects_typed_u8_array_2026-07-04.md	Status: Open — worked around at the call site in; severity/priority: P1 — every extern that marshals bytes through; matches:
unregistered-document	common	ui_backend_isolation_gate_name_based_false_positives_2026-08-27	doc/08_tracking/bug/ui_backend_isolation_gate_name_based_false_positives_2026-08-27.md	Status: OPEN. Found while clearing the gate's RED on origin/main.; severity/priority: not explicit; matches:
unregistered-document	common	ui_web_ws_any_cast_fails_in_spawned_thread_2026-08-04	doc/08_tracking/bug/ui_web_ws_any_cast_fails_in_spawned_thread_2026-08-04.md	Status: OPEN; severity/priority: high (kills runwebwm / runasyncweb on the first real client); matches:
unregistered-document	common	undefined_import_called_exits_zero_2026-08-17	doc/08_tracking/bug/undefined_import_called_exits_zero_2026-08-17.md	Status: OPEN — guard landed KNOWN-RED, policy change filed as a recommendation; severity/priority: not explicit; matches:
exact-status-conflict	common	unit_composite_to_conversion_and_power_operator_2026-07-20	doc/08_tracking/bug/unit_composite_to_conversion_and_power_operator_2026-07-20.md	document=open (found triaging test/unit/lib/unit/unitcompositespec.spl); DB=closed; no status change authorized by this audit
unregistered-document	common	unit_spec_hangs_42_excluded_2026-08-27	doc/08_tracking/bug/unit_spec_hangs_42_excluded_2026-08-27.md	Status: OPEN. This change removes one COW alias hot path in the; severity/priority: not explicit; matches:
unregistered-document	common	unit_specs_that_never_parse_2026-09-13	doc/08_tracking/bug/unit_specs_that_never_parse_2026-09-13.md	Status: PARTIALLY FIXED (2026-09-13, continuation) — 43 spec files repaired, 1 still OPEN; severity/priority: not explicit; matches:
exact-status-conflict	common	unit_type_si_prefix_and_suffix_bugs_2026-07-20	doc/08_tracking/bug/unit_type_si_prefix_and_suffix_bugs_2026-07-20.md	document=open (found triaging test/feature/usage/unittypesspec.spl); DB=closed; no status change authorized by this audit
exact-status-conflict	common	unknown_field_access_no_static_error_2026-08-10	doc/08_tracking/bug/unknown_field_access_no_static_error_2026-08-10.md	document=OPEN — blast radius unquantified; hard-error decision deferred to user; DB=fixed; no status change authorized by this audit
unregistered-document	common	unregistered_extern_silent_nil_2026-08-01	doc/08_tracking/bug/unregistered_extern_silent_nil_2026-08-01.md	Status: PARTIALLY FIXED. The live cos/sin instance is fixed and a; severity/priority: not explicit; matches:
unregistered-document	common	unsafe_block_expression_binding_parser_gap_2026-08-21	doc/08_tracking/bug/unsafe_block_expression_binding_parser_gap_2026-08-21.md	Status: Open; severity/priority: not explicit; matches:
unregistered-document	common	unsafe_block_expression_rhs_2026-08-22	doc/08_tracking/bug/unsafe_block_expression_rhs_2026-08-22.md	Status: open parser/lowering bug, source and execution reproduced; severity/priority: not explicit; matches:
unregistered-document	common	unsafe_capabilities_block_unsupported_in_expression_position_2026-08-30	doc/08_tracking/bug/unsafe_capabilities_block_unsupported_in_expression_position_2026-08-30.md	Status: OPEN (parser feature gap). Call sites worked around; the gap is NOT fixed.; severity/priority: not explicit; matches:
unregistered-document	common	unsafe_capabilities_not_carried_into_hir_2026-08-21	doc/08_tracking/bug/unsafe_capabilities_not_carried_into_hir_2026-08-21.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	unsafe_capability_block_syntax_not_parsed_2026-08-21	doc/08_tracking/bug/unsafe_capability_block_syntax_not_parsed_2026-08-21.md	Status: OPEN — recorded, not worked around silently.; severity/priority: not explicit; matches:
unregistered-document	common	untagged_specs_for_unbuilt_features_2026-09-20	doc/08_tracking/bug/untagged_specs_for_unbuilt_features_2026-09-20.md	Status: OPEN — measured; the fix is a tagging/roadmap decision, not a code change; severity/priority: P3 individually, P2 in aggregate — it makes the suite's failure count uninterpretable; matches:
unregistered-document	common	unwrap_family_treats_flat_nil_as_present_2026-09-13	doc/08_tracking/bug/unwrap_family_treats_flat_nil_as_present_2026-09-13.md	Status: OPEN. Pre-existing; found while fixing; severity/priority: not explicit; matches:
exact-status-conflict	common	unwrap_or_return_default_value_dropped_2026-07-20	doc/08_tracking/bug/unwrap_or_return_default_value_dropped_2026-07-20.md	document=open (found triaging test/feature/usage/safeunwrapoperatorsspec.spl); DB=closed; no status change authorized by this audit
unregistered-document	common	unwrap_still_rebinds_to_poll_unwrap_at_closure_scale_2026-09-13	doc/08_tracking/bug/unwrap_still_rebinds_to_poll_unwrap_at_closure_scale_2026-09-13.md	Status: OPEN. Residual of; severity/priority: not explicit; matches:
unregistered-document	common	url_decode_percent_escapes_never_decode_2026-08-18	doc/08_tracking/bug/url_decode_percent_escapes_never_decode_2026-08-18.md	Status: OPEN. Filed 2026-08-18.; severity/priority: not explicit; matches:
unregistered-document	common	use_list_names_never_checked_2026-08-04	doc/08_tracking/bug/use_list_names_never_checked_2026-08-04.md	Status: PARTIALLY FIXED — reporting landed, narrowing deliberately deferred; severity/priority: not explicit; matches:
registration-added	common	value_access_ownership_spec_never_executes_2026-09-18	doc/08_tracking/bug/value_access_ownership_spec_never_executes_2026-09-18.md	Status: OPEN; severity/priority: P2 — a guard that reports nothing is indistinguishable from a guard that passes, and this one would FAIL if it ran; matches:
unregistered-document	common	value_spec_calls_undefined_value_kind_consumers_source_2026-09-06	doc/08_tracking/bug/value_spec_calls_undefined_value_kind_consumers_source_2026-09-06.md	Status: OPEN — reported, deliberately NOT "fixed". Left RED per; severity/priority: Low-medium — one always-failing example in a unit spec. It is; matches:
unregistered-document	common	verification_cache_invalidate_dependents_wildcard_symbol_2026-07-20	doc/08_tracking/bug/verification_cache_invalidate_dependents_wildcard_symbol_2026-07-20.md	Status: open; severity/priority: not explicit; matches:
exact-status-conflict	common	verification_lean_init_missing_use_before_export_2026-07-20	doc/08_tracking/bug/verification_lean_init_missing_use_before_export_2026-07-20.md	document=open; DB=closed; no status change authorized by this audit
unregistered-document	common	vfs_l5_fat32core_open_faults_on_new_file_write_2026-08-31	doc/08_tracking/bug/vfs_l5_fat32core_open_faults_on_new_file_write_2026-08-31.md	Status: OPEN. This is the single remaining blocker on goal item 5; severity/priority: not explicit; matches:
exact-status-conflict	common	vhdl_backend_branch_local_and_aggregate_codegen_gaps_2026-07-20	doc/08_tracking/bug/vhdl_backend_branch_local_and_aggregate_codegen_gaps_2026-07-20.md	document=open; DB=closed; no status change authorized by this audit
exact-status-conflict	common	vhdl_entryfile_crossmodule_enum_resolve_2026-07-18	doc/08_tracking/bug/vhdl_entryfile_crossmodule_enum_resolve_2026-07-18.md	document=open; DB=closed; no status change authorized by this audit
unregistered-document	common	vhdl_manifest_selfhosted_test_runtime_misrouted_2026-08-12	doc/08_tracking/bug/vhdl_manifest_selfhosted_test_runtime_misrouted_2026-08-12.md	Status: OPEN; severity/priority: high — compiler backend provenance changes cannot obtain; matches:
unregistered-document	common	virtio_map_bar_capability_authority_2026-08-02	doc/08_tracking/bug/virtio_map_bar_capability_authority_2026-08-02.md	Status: open; severity/priority: not explicit; matches:
exact-status-conflict	common	vmm_copyin_cross_page_bytes_lost_2026-07-20	doc/08_tracking/bug/vmm_copyin_cross_page_bytes_lost_2026-07-20.md	document=Open; DB=closed; no status change authorized by this audit
unregistered-document	common	vulkan_device_dispatch_ignores_stencil_mask_2026-08-19	doc/08_tracking/bug/vulkan_device_dispatch_ignores_stencil_mask_2026-08-19.md	Status: PARTIALLY FIXED (2026-08-19) — drawrectfilled routed through the; severity/priority: not explicit; matches:
unregistered-document	other-platform	vulkan_engine2d_sequential_frames_flaky_moltenvk_2026-09-02	doc/08_tracking/bug/vulkan_engine2d_sequential_frames_flaky_moltenvk_2026-09-02.md	Status: PARTIALLY ROOT-CAUSED (2026-09-02, JIT lane) — the frame-2; severity/priority: not explicit; matches:
unregistered-document	common	vulkan_feature_build_e0252_duplicate_import_2026-08-19	doc/08_tracking/bug/vulkan_feature_build_e0252_duplicate_import_2026-08-19.md	Status: OPEN; severity/priority: high — blocks all four engine2d Vulkan 8K evidence lanes; matches:
unregistered-document	common	vulkan_feature_off_makes_gpu_benchmarks_silently_noop_2026-09-13	doc/08_tracking/bug/vulkan_feature_off_makes_gpu_benchmarks_silently_noop_2026-09-13.md	Status: open — the false advertisement is unfixed; the workaround is known; severity/priority: high for anyone trying to measure GPU performance; matches:
unregistered-document	linux	vulkan_instance_init_fails_under_run_but_not_test_2026-08-25	doc/08_tracking/bug/vulkan_instance_init_fails_under_run_but_not_test_2026-08-25.md	Status: OPEN. Binary: bin/simple = Rust seed (bin/release/x8664-unknown-linux-gnu/simple).; severity/priority: not explicit; matches:
unregistered-document	common	vulkan_no_wait_pending_submission_blocks_followup_compute_2026-09-09	doc/08_tracking/bug/vulkan_no_wait_pending_submission_blocks_followup_compute_2026-09-09.md	Status: OPEN; severity/priority: not explicit; matches:
unregistered-document	common	vulkan_vm_lane_returns_exit0_after_cuda_lane_same_process_2026-08-25	doc/08_tracking/bug/vulkan_vm_lane_returns_exit0_after_cuda_lane_same_process_2026-08-25.md	Status: OPEN — examples/08gpu/backends/backendsspec.spl is deliberately RED on this host; severity/priority: not explicit; matches:
exact-status-conflict	common	watchdog_externs_unregistered_module_uncalled_2026-07-08	doc/08_tracking/bug/watchdog_externs_unregistered_module_uncalled_2026-07-08.md	document=open (dead-or-dormant; owner decision needed — delete vs wire up); DB=closed; no status change authorized by this audit
unregistered-document	common	web_backend_env_get_alias_unresolved_interpret_2026-07-07	doc/08_tracking/bug/web_backend_env_get_alias_unresolved_interpret_2026-07-07.md	Status: open (pre-existing, discovered during backend-isolation Gap B integration); severity/priority: P2; matches:
unregistered-document	common	web_block_vertical_advance_12pct_2026-09-12	doc/08_tracking/bug/web_block_vertical_advance_12pct_2026-09-12.md	Status: OPEN. Not fixed. Four candidate causes now excluded by fixture.; severity/priority: not explicit; matches:
exact-status-conflict	common	web_compute_styles_residual_quadratic_2026-07-06	doc/08_tracking/bug/web_compute_styles_residual_quadratic_2026-07-06.md	document=partially addressed 2026-07-07 — the candidate-lookup scan named as a suspect below; DB=closed; no status change authorized by this audit
unregistered-document	common	web_cpu_vulkan_twin_pixel_divergence_unbudgeted_2026-09-13	doc/08_tracking/bug/web_cpu_vulkan_twin_pixel_divergence_unbudgeted_2026-09-13.md	Status: open, recorded during test authoring; NOT fixed here; severity/priority: not explicit; matches:
unregistered-document	common	web_draw_ir_8k_frame_switch_native_build_timeout_2026-08-11	doc/08_tracking/bug/web_draw_ir_8k_frame_switch_native_build_timeout_2026-08-11.md	Status: PARTIAL FIX; NATIVE 8K EVIDENCE OPEN; severity/priority: not explicit; matches:
exact-status-conflict	common	web_font_provider_split_nested_call_resolution_2026-07-14	doc/08_tracking/bug/web_font_provider_split_nested_call_resolution_2026-07-14.md	document=Open (source worked around; seed compiler fix pending); DB=closed; no status change authorized by this audit
unregistered-document	common	web_geometry_differ_li_reparented_desyncs_nth_paths_2026-09-13	doc/08_tracking/bug/web_geometry_differ_li_reparented_desyncs_nth_paths_2026-09-13.md	Status: OPEN; severity/priority: not explicit; matches:
exact-status-conflict	common	web_gpu_paint_text_gradient_still_residual_blit_2026-07-06	doc/08_tracking/bug/web_gpu_paint_text_gradient_still_residual_blit_2026-07-06.md	document=open (follow-up to the landed rect offload); DB=closed; no status change authorized by this audit
exact-status-conflict	common	web_render_iframe_material_fallback_provenance_2026-07-24	doc/08_tracking/bug/web_render_iframe_material_fallback_provenance_2026-07-24.md	document=open, non-blocking for the shared-WM theme path.; DB=closed; no status change authorized by this audit
exact-status-conflict	common	web_renderer_duplicate_public_entry_binding_2026-08-04	doc/08_tracking/bug/web_renderer_duplicate_public_entry_binding_2026-08-04.md	document=open; DB=fixed; no status change authorized by this audit
unregistered-document	common	web_request_port_evidence_authenticity_2026-08-25	doc/08_tracking/bug/web_request_port_evidence_authenticity_2026-08-25.md	Status: open. The web-server-request-port must-check row remains TODO.; severity/priority: not explicit; matches:
unregistered-document	common	web_showcase_4k_frame_time_unbudgeted_2026-09-13	doc/08_tracking/bug/web_showcase_4k_frame_time_unbudgeted_2026-09-13.md	Status: open, recorded during test authoring; NOT fixed here; severity/priority: not explicit; matches:
unregistered-document	common	web_showcase_dom_tab_bridge_gap_2026-09-05	doc/08_tracking/bug/web_showcase_dom_tab_bridge_gap_2026-09-05.md	Status: OPEN for generic JavaScript DOM parity. An explicit native adapter now; severity/priority: not explicit; matches:
unregistered-document	other-platform	web_style_cascade_apply_decls_reparses_per_node_2026-09-12	doc/08_tracking/bug/web_style_cascade_apply_decls_reparses_per_node_2026-09-12.md	Status: OPEN, filed with the loop named. Not fixed here — see "Why not fixed".; severity/priority: not explicit; matches:
unregistered-document	common	web_tab_bar_flex_item_widths_fractional_font_size_2026-09-14	doc/08_tracking/bug/web_tab_bar_flex_item_widths_fractional_font_size_2026-09-14.md	Status: OPEN — characterised, not fixed. Round 15 confirmed it is NOT the; severity/priority: not explicit; matches:
unregistered-document	common	web_ui_facade_lib_compile_error_node_types_2026-09-16	doc/08_tracking/bug/web_ui_facade_lib_compile_error_node_types_2026-09-16.md	Status: OPEN; severity/priority: not explicit; matches:
exact-status-conflict	common	web_wm_modern_shell_spec_perf_2026-06-04	doc/08_tracking/bug/web_wm_modern_shell_spec_perf_2026-06-04.md	document=open (triaged 2026-06-11); DB=closed; no status change authorized by this audit
unregistered-document	common	webfw_signing_wrong_digest_and_csrf_not_session_bound_2026-08-18	doc/08_tracking/bug/webfw_signing_wrong_digest_and_csrf_not_session_bound_2026-08-18.md	Status: OPEN — partially fixed; 3 spec examples are RED and left RED deliberately; severity/priority: High. CSRF tokens that do not vary by session are forgeable/; matches:
exact-status-conflict	common	webgui_font_path_seed_verification_2026-07-20	doc/08_tracking/bug/webgui_font_path_seed_verification_2026-07-20.md	document=Open (verification blocked by pre-existing seed defects; no new; DB=closed; no status change authorized by this audit
exact-status-conflict	common	while_val_pattern_binding_not_visible_in_body_2026-07-20	doc/08_tracking/bug/while_val_pattern_binding_not_visible_in_body_2026-07-20.md	document=OPEN — re-reproduced 2026-08-17 by execution (see "Re-verification; DB=closed; no status change authorized by this audit
exact-status-conflict	common	wildcard_std_spec_import_drops_expect_not_2026-08-04	doc/08_tracking/bug/wildcard_std_spec_import_drops_expect_not_2026-08-04.md	document=OPEN — architectural (needs either a Rust-seed bdd.rs intrinsic-table; DB=fixed; no status change authorized by this audit
